MxForce	Drift	Pressure	TOTEN   	Filename
0.1408	0.0010	   -1.97	-22.441572	2
0.1122	0.0010	   -1.29	-22.386412	3
0.1158	0.0010	   -1.31	-22.387384	4
0.1163	0.0010	   -1.31	-22.387619	5
0.1162	0.0010	   -1.31	-22.387591	6
0.1161	0.0010	   -1.31	-22.387587	7
0.1161	0.0010	   -1.31	-22.387592	8
0.1161	0.0010	   -1.31	-22.387590	9
