MxForce	Drift	Pressure	TOTEN   	Filename
0.1107	0.0012	  -11.56	-45.042787	2
0.0797	0.0012	   -8.83	-44.934864	3
0.0853	0.0012	   -8.90	-44.936616	4
0.0853	0.0012	   -8.93	-44.937086	5
0.0841	0.0012	   -8.90	-44.937019	6
0.0857	0.0012	   -8.91	-44.937034	7
0.0854	0.0012	   -8.91	-44.937031	8
0.0853	0.0012	   -8.92	-44.937025	9
